url,final_url,status,error,title,representation,initial_title,initial_word_count,missing_content_candidate,meta_description,h1,canonical,word_count,schema_types,indexability_candidate,in_sitemap,inlinks_observed,outlinks,click_depth_observed,elapsed_ms,body_bytes,fetched_at,html_path
https://petsone.pk/,https://petsone.pk/,200,,Pakistan's #1 Pets Portal & Online Store - PetsOne.pk,http,Pakistan's #1 Pets Portal & Online Store - PetsOne.pk,3231,False,"Shop premium cat & dog food, treats, litter and pet accessories from top brands like Diamond, Josera and Homie. Nationwide delivery across Pakistan.","[""Pet Food, Treats & Pet Accessories Online in Pakistan""]","[{""raw"": ""https://petsone.pk/"", ""url"": ""https://petsone.pk/""}]",3231,"[""BreadcrumbList"", ""EntryPoint"", ""ImageObject"", ""ListItem"", ""Organization"", ""PropertyValueSpecification"", ""ReadAction"", ""SearchAction"", ""WebPage"", ""WebSite""]",True,False,1,793,0,1806.33,791037,2026-09-16T17:21:04.228176+00:00,html/5ec65b7279b3caafa6c8a0cc062a175dd23848a14513618c498ed6c9c243d0e4.html
